symbol,name,sector,start_date,end_date
APO,Apollo Global Management,Financials,2024-12-23,
APOL,Apollo Education Group,,1976-07-01,2013-07-01
APP,AppLovin,Information Technology,2025-09-22,
APTV,Aptiv,Consumer Discretionary,1976-07-01,
ARE,Alexandria Real Estate Equities,Real Estate,2017-03-20,
ARES,Ares Management,Financials,2025-12-11,
ARG,Airgas,,2009-09-28,2016-05-23
ARNC,Arconic,,2016-11-01,2020-04-01
ATI,Allegheny Technologies,,1976-07-01,2015-07-02
ATO,Atmos Energy,Utilities,2019-02-15,
ATVI,Activision Blizzard,,2015-08-28,2023-10-18
AV,Avaya,,1976-07-01,2007-10-26
AVB,AvalonBay Communities,Real Estate,2007-01-10,
AVGO,Broadcom,Information Technology,2014-05-08,
AVP,Avon Products,,1976-07-01,2015-03-23
AVY,Avery Dennison,Materials,1976-07-01,
AWK,American Water Works,Utilities,2016-03-04,
AXON,Axon Enterprise,Industrials,2023-05-04,
AXP,American Express,Financials,1976-07-01,
AYE,Allegheny Energy,,1976-07-01,1976-07-01
AYE,Allegheny Energy,,2000-12-05,2011-02-25
AYI,Acuity Brands,,2016-05-03,2018-06-18
AZO,AutoZone,Consumer Discretionary,1976-07-01,
BA,Boeing,Industrials,1976-07-01,
BAC,Bank of America,Financials,1976-07-01,
BALL,Ball Corporation,Materials,1976-07-01,
BAX,Baxter International,Health Care,1976-07-01,
BBBY,Bed Bath & Beyond,,1976-07-01,2017-07-26
BBWI,"Bath & Body Works, Inc.",,1976-07-01,2024-10-01
BBY,Best Buy,Consumer Discretionary,1976-07-01,
BC,Brunswick,,1976-07-01,2008-06-23
BCR,CR Bard,,1976-07-01,2018-01-03
BDX,Becton Dickinson,Health Care,1976-07-01,
BEAM,Suntory Global Spirits,,1976-07-01,2014-05-01
BEN,Franklin Resources,Financials,1976-07-01,
BF-B,Brown–Forman,Consumer Staples,1976-07-01,
BG,Bunge Global,Consumer Staples,2023-03-15,
BHF,Brighthouse Financial,,2017-08-08,2019-04-02
BHI,Baker Hughes,,1976-07-01,2017-07-07
BIG,Big Lots,,1976-07-01,2013-02-15
BIIB,Biogen,Health Care,1976-07-01,
BIO,Bio-Rad Laboratories,,2020-06-22,2024-09-23
BJS,BJ Services,,1976-07-01,2010-04-29
BKNG,Booking Holdings,Consumer Discretionary,1976-07-01,
BKR,Baker Hughes,Energy,2017-07-07,
BLDR,Builders FirstSource,Industrials,2023-12-18,
BLK,BlackRock,Financials,2011-04-01,
BMC,BMC Software,,1976-07-01,2013-09-10
BMS,Bemis Company,,1976-07-01,2014-12-05
BMS,Bemis Company,,2019-06-07,2019-06-11
BMY,Bristol Myers Squibb,Health Care,1976-07-01,
BNY,BNY Mellon,Financials,1976-07-01,
BR,Broadridge Financial Solutions,Industrials,2018-06-18,
BRCM,Broadcom Corporation,,1976-07-01,2016-02-01
BRK-B,Berkshire Hathaway,Financials,1976-07-01,
BRO,Brown & Brown,Financials,2021-09-20,
BS,Bethlehem Steel,,1976-07-01,2000-12-05
BSX,Boston Scientific,Health Care,1976-07-01,
BTU,Peabody Energy,,1976-07-01,2014-09-20
BUD,Anheuser Busch,,1976-07-01,
BWA,BorgWarner,,2011-12-16,2025-03-24
BX,Blackstone Inc.,Financials,2023-09-18,
BXLT,Baxalta,,2015-07-01,2016-06-03
BXP,"BXP, Inc.",Real Estate,1976-07-01,
C,Citigroup,Financials,1976-07-01,
CA,CA Technologies,,1976-07-01,2018-11-06
CAG,Conagra Brands,,1976-07-01,2026-06-30
CAH,Cardinal Health,Health Care,1976-07-01,
CAM,Cameron International,,1976-07-01,2016-04-04
CARR,Carrier Global,Industrials,2020-04-03,
CASY,Casey's,Consumer Staples,2026-04-09,
CAT,Caterpillar Inc.,Industrials,1976-07-01,
CB,Chubb Limited,Financials,2010-07-14,
CBE,Cooper Industries,,1976-07-01,2009-09-28
CBE,Cooper Industries,,2011-11-18,2012-12-03
CBOE,Cboe Global Markets,Financials,2017-03-01,
CBRE,CBRE Group,Real Estate,1976-07-01,
CCE,Coca-Cola Enterprises,,1976-07-01,2016-05-31
CCI,Crown Castle,Real Estate,2012-03-13,
CCK,Crown Holdings,,1976-07-01,2000-12-05
CCL,Carnival Corporation,Consumer Discretionary,1998-12-11,
CCR,Countrywide Credit Industries,,1997-06-17,
CDAY,Ceridian,,2021-09-20,2024-02-01
CDNS,Cadence Design Systems,Information Technology,2017-09-18,
CDW,CDW Corporation,Information Technology,2019-09-23,
CE,Celanese,,2018-12-24,2025-03-24
CEG,Constellation Energy,Utilities,1976-07-01,2012-03-13
CEG,Constellation Energy,Utilities,2022-02-02,
CELG,Celgene,,1976-07-01,2019-11-21
CEPH,Cephalon,,1976-07-01,2011-10-14
CERN,Cerner,,2010-04-29,2022-06-08
CF,CF Industries,Materials,1976-07-01,
CFC,Countrywide Financial Corp,,1976-07-01,2008-07-01
CFG,Citizens Financial Group,Financials,2016-02-01,
CFN,Carefusion,,1976-07-01,2015-03-18
CHD,Church & Dwight,Consumer Staples,2015-12-29,
CHK,Chesapeake Energy,,1976-07-01,2018-03-19
CHRW,C.H. Robinson,Industrials,1976-07-01,
CHTR,Charter Communications,Communication Services,2016-09-08,
CI,Cigna,Health Care,1976-07-01,
CIEN,Ciena,Information Technology,1976-07-01,2009-12-18
CIEN,Ciena,Information Technology,2026-02-09,
CINF,Cincinnati Financial,Financials,1976-07-01,
CL,Colgate-Palmolive,Consumer Staples,1976-07-01,
CLF,Cliffs Natural Resources,,2009-12-18,2014-04-02
CLX,Clorox,Consumer Staples,1976-07-01,
CMA,Comerica,,1976-07-01,2024-06-24
CMCSA,Comcast,Communication Services,1976-07-01,
CMCSK,Comcast Class K Special,,2015-09-18,2015-12-15
CME,CME Group,Financials,1976-07-01,
CMG,Chipotle Mexican Grill,Consumer Discretionary,2011-04-27,
CMI,Cummins,Industrials,1976-07-01,
CMS,CMS Energy,Utilities,1976-07-01,
CNC,Centene Corporation,Health Care,2016-03-30,
CNP,CenterPoint Energy,Utilities,1976-07-01,
CNX,Consol Energy,,1976-07-01,2016-03-04
COF,Capital One,Financials,1976-07-01,
COG,Cabot Oil & Gas,,2008-06-23,
COHR,Coherent Corp.,Information Technology,2026-03-23,
COIN,Coinbase,Financials,2025-05-19,
COL,Rockwell Collins,,1976-07-01,2018-12-03
COO,Cooper Companies (The),Health Care,2016-09-22,
COP,ConocoPhillips,Energy,1976-07-01,
COR,Cencora,Health Care,1976-07-01,
COST,Costco,Consumer Staples,1976-07-01,
COTY,Coty,,2016-09-30,2020-09-21
COV,Covidien,,2011-02-28,2015-01-27
COV,Covidien,,1976-07-01,2009-06-05
CPAY,Corpay,Financials,2024-03-25,
CPB,Campbell's,,1976-07-01,2026-06-22
CPGX,Columbia Pipeline Group,,2015-07-02,2016-07-05
CPRI,Capri Holdings,,1976-07-01,2020-05-12
CPRT,Copart,Industrials,2018-07-02,
CPT,Camden Property Trust,Real Estate,2022-04-04,
CPWR,Compuware,,1998-12-11,2011-12-31
CRH,CRH plc,Materials,2025-12-22,
CRL,Charles River Laboratories,Health Care,2021-05-14,
CRM,Salesforce,Information Technology,2008-09-12,
CRWD,CrowdStrike,Information Technology,2024-06-24,
CSC,Computer Sciences Corporation,,1976-07-01,2015-12-01
CSCO,Cisco,Information Technology,1976-07-01,
CSGP,CoStar Group,Real Estate,2022-09-19,
CSRA,CSRA,,2015-12-01,2018-04-04
CSX,CSX Corporation,Industrials,1976-07-01,
CTAS,Cintas,Industrials,1976-07-01,
CTLT,Catalent,,2020-09-21,2024-12-23
CTRA,Coterra Energy,,1976-07-01,2026-05-07
CTSH,Cognizant,Information Technology,1976-07-01,
CTVA,Corteva,Materials,2019-06-03,
CTX,Centex Corp.,,1976-07-01,2009-08-19
CTXS,Citrix Systems,,1976-07-01,2022-10-03
CVC,Cablevision,,2010-12-17,2016-06-22
CVG,Convergys,,2000-06-12,2009-12-18
CVH,Coventry Health Care,,1976-07-01,2013-05-08
CVNA,Carvana,Consumer Discretionary,2025-12-22,
CVS,CVS Health,Health Care,1976-07-01,
CVX,Chevron Corporation,Energy,1976-07-01,
CXO,Concho Resources,,2016-02-22,2021-01-21
CZR,Caesars Entertainment,,2021-03-22,2025-09-22
D,Dominion Energy,Utilities,1976-07-01,
DAL,Delta Air Lines,Industrials,2013-09-10,
DASH,DoorDash,Consumer Discretionary,2025-03-24,
DAY,Dayforce,,2024-02-01,2026-02-09
DD,DuPont,Materials,1976-07-01,2017-09-01
DD,DuPont,Materials,2019-06-03,
DDOG,Datadog,Information Technology,2025-07-09,
DE,Deere & Company,Industrials,1976-07-01,
DECK,Deckers Brands,Consumer Discretionary,2024-03-18,
DELL,Dell Technologies,Information Technology,1976-07-01,2013-10-29
DELL,Dell Technologies,Information Technology,2024-09-23,
DF,Dean Foods,,1976-07-01,2013-05-23
DFS,Discover Financial,,2007-07-02,2025-05-19
DG,Dollar General,Consumer Staples,2012-12-03,
DGX,Quest Diagnostics,Health Care,1976-07-01,
DHI,D. R. Horton,Consumer Discretionary,1976-07-01,
DHR,Danaher Corporation,Health Care,1976-07-01,
DIS,Walt Disney Company (The),Communication Services,1976-07-01,
DISCA,"Discovery, Inc.",,1976-07-01,2022-04-11
DISCK,Discovery Communications,,2014-08-06,2022-04-11
DISH,Dish Network,,2017-03-13,2023-06-20
DJ,Dow Jones,,1976-07-01,2007-12-13
DLPH,Delphi Automotive,,2012-12-21,
DLR,Digital Realty,Real Estate,2016-05-18,
DLTR,Dollar Tree,Consumer Staples,2011-12-16,
DNB,Dun & Bradstreet,,1976-07-01,2017-04-05
DNR,Denbury Resources,,1976-07-01,2015-03-23
DO,Diamond Offshore Drilling,,1976-07-01,2016-09-30
DOC,Healthpeak Properties,Real Estate,1976-07-01,
DOV,Dover Corporation,Industrials,1976-07-01,
DOW,Dow Inc.,Materials,1976-07-01,2017-09-01
DOW,Dow Inc.,Materials,2019-04-02,
DPS,Dr Pepper Snapple Group,,1976-07-01,2018-07-02
DPZ,Domino's,Consumer Discretionary,2020-05-12,
DRE,Duke Realty Corp,,2017-07-26,2022-10-03
DRI,Darden Restaurants,Consumer Discretionary,1976-07-01,
DTE,DTE Energy,Utilities,1976-07-01,
DTV,DirecTV,,1976-07-01,2015-07-29
DUK,Duke Energy,Utilities,1976-07-01,
DV,DeVry,,1976-07-01,2012-10-01
DVA,DaVita,Health Care,1976-07-01,
DVN,Devon Energy,Energy,1976-07-01,
DWDP,DuPont,,2017-09-01,2019-06-03
DXC,DXC Technology,,2017-04-04,2023-10-03
DXCM,Dexcom,Health Care,2020-05-12,
DYN,Dynegy,,1976-07-01,2009-12-18
EA,Electronic Arts,Communication Services,1976-07-01,
EBAY,eBay Inc.,Consumer Discretionary,1976-07-01,
ECHO,EchoStar,Communication Services,2026-06-24,
ECL,Ecolab,Materials,1976-07-01,
ED,Consolidated Edison,Utilities,1976-07-01,
EFX,Equifax,Industrials,1976-07-01,
EG,Everest Group,Financials,2023-07-10,
EIX,Edison International,Utilities,1976-07-01,
EK,Eastman Kodak,,1976-07-01,2010-12-17
EL,Estée Lauder Companies (The),Consumer Staples,1976-07-01,
ELV,Elevance Health,Health Care,1976-07-01,
EMC,EMC Corporation,,1976-07-01,2016-09-08
EME,Emcor,Industrials,2025-09-22,
EMN,Eastman Chemical Co.,,1976-07-01,2025-11-04
EMR,Emerson Electric,Industrials,1976-07-01,
ENDP,Endo International,,2015-01-27,2017-03-02
ENPH,Enphase Energy,,2021-01-07,2025-09-22
EOG,EOG Resources,Energy,1976-07-01,
EP,El Paso Corporation,,1976-07-01,2012-05-17
EPAM,EPAM Systems,,2021-12-14,2026-06-02
EQIX,Equinix,Real Estate,2015-03-23,
EQR,Equity Residential,Real Estate,1976-07-01,
EQT,EQT Corporation,Energy,1976-07-01,2018-11-13
EQT,EQT Corporation,Energy,2022-10-03,
ERIE,Erie Indemnity,Financials,2024-09-23,
ES,Eversource Energy,Utilities,1976-07-01,
ESRX,Express Scripts,,2003-09-25,2018-12-24
ESS,Essex Property Trust,Real Estate,2014-04-02,
ESV,Ensco,,2012-07-31,2016-03-30
ETFC,E-Trade,,1976-07-01,2020-10-07
ETN,Eaton Corporation,Industrials,1976-07-01,
ETR,Entergy,Utilities,1976-07-01,
ETSY,Etsy,,2020-09-21,2024-09-23
EVHC,Envision Healthcare,,2016-12-02,2018-10-11
EVRG,Evergy,Utilities,2018-06-05,
EW,Edwards Lifesciences,Health Care,2011-03-31,
EXC,Exelon,Utilities,1976-07-01,
EXE,Expand Energy,Energy,2025-03-24,
EXPD,Expeditors International,Industrials,1976-07-01,
EXPE,Expedia Group,Consumer Discretionary,2007-10-02,
EXR,Extra Space Storage,Real Estate,2016-01-19,
F,Ford Motor Company,Consumer Discretionary,1976-07-01,
FANG,Diamondback Energy,Energy,2018-12-03,
FAST,Fastenal,Industrials,2008-09-12,
FB,Facebook,,2013-12-23,
FBHS,Fortune Brands Home & Security,,2016-06-22,2022-12-19
FCX,Freeport-McMoRan,Materials,1976-07-01,
FDC,First Data,,1976-07-01,2007-09-26
FDO,Family Dollar,,1976-07-01,2015-07-08
FDS,FactSet,Financials,2021-12-20,
FDX,FedEx,Industrials,1976-07-01,
FDXF,FedEx Freight,Industrials,2026-06-01,
FE,FirstEnergy,Utilities,1976-07-01,
FFIV,"F5, Inc.",Information Technology,2010-12-17,
FHN,First Horizon,,1976-07-01,2013-06-21
FICO,Fair Isaac,Information Technology,2023-03-20,
FII,Federated Investors,,1976-07-01,2013-01-02
FIS,Fidelity National Information Services,Financials,1976-07-01,
FISV,Fiserv,Financials,1976-07-01,
FITB,Fifth Third Bancorp,Financials,1976-07-01,
FIX,Comfort Systems USA,Industrials,2025-12-22,
FL,Foot Locker,,2016-04-04,2019-08-09
FLEX,Flex Ltd.,Information Technology,2026-06-22,
FLIR,FLIR Systems,,1976-07-01,2021-05-14
FLR,Fluor Corporation,,1976-07-01,2019-06-03
FLS,Flowserve,,1976-07-01,2021-03-22
FLT,FleetCor Technologies,,2018-06-20,2024-03-25
FMC,FMC Corporation,,2009-08-19,2025-03-24
FNM,Fannie Mae,,1976-07-01,2008-09-12
FOSL,Fossil,,2012-04-03,2016-01-05
FOX,Fox Corporation (Class B),Communication Services,2015-09-18,2019-03-19
FOX,Fox Corporation (Class B),Communication Services,2019-03-19,
FOXA,Fox Corporation (Class A),Communication Services,1976-07-01,2019-03-19
FOXA,Fox Corporation (Class A),Communication Services,2019-03-19,
FRC,First Republic Bank,,2019-01-02,2023-05-04
FRE,Freddie Mac,,1976-07-01,2008-09-12
FRT,Federal Realty Investment Trust,Real Estate,2016-02-01,
FRX,Forest Laboratories,,1976-07-01,2014-07-01
FSLR,First Solar,Information Technology,2022-12-19,
FSLR,First Solar,Information Technology,1976-07-01,2017-03-20
FSR,Firstar,,1998-12-11,
FTI,FMC Technologies,,2009-06-05,2021-02-12
FTNT,Fortinet,Information Technology,2018-10-11,
FTR,Frontier Communications,,1976-07-01,2017-03-20
FTV,Fortive,Industrials,2016-07-05,
GAS,Nicor Gas,,1976-07-01,2011-12-12
GAS,Nicor Gas,,2011-12-12,2016-07-01
GD,General Dynamics,Industrials,1976-07-01,
GDDY,GoDaddy,Information Technology,2024-06-24,
GE,GE Aerospace,Industrials,1976-07-01,
GEHC,GE HealthCare,Health Care,2023-01-04,
GEN,Gen Digital,Information Technology,1976-07-01,
GENZ,Genzyme,,1976-07-01,2011-04-01
GEV,GE Vernova,Industrials,2024-04-02,
GGP,General Growth Properties,,2013-12-10,2018-08-28
GHC,Graham Holdings,,1976-07-01,2014-09-20
GILD,Gilead Sciences,Health Care,1976-07-01,
GIS,General Mills,Consumer Staples,1976-07-01,
GL,Globe Life,Financials,1976-07-01,
GLK,Great Lakes Chemical,,1976-07-01,2005-07-01
GLW,Corning Inc.,Information Technology,1976-07-01,
GM,General Motors,Consumer Discretionary,2013-06-06,
GMCR,Keurig Green Mountain,,2014-03-21,2016-03-07
GME,GameStop,,2007-12-13,2016-04-25
GNRC,Generac,Industrials,2021-03-22,
GNW,Genworth Financial,,1976-07-01,2015-11-18
GOOG,Alphabet Inc. (Class C),Communication Services,1976-07-01,
GOOGL,Alphabet Inc. (Class A),Communication Services,2014-04-03,
GPC,Genuine Parts Company,Consumer Discretionary,1976-07-01,
GPN,Global Payments,Financials,2016-04-25,
GPS,Gap,,1976-07-01,2022-02-03
GR,Goodrich Corporation,,1976-07-01,2012-07-31
GRA,WR Grace,,1976-07-01,2000-12-05
GRMN,Garmin,Consumer Discretionary,2012-12-11,
GRN,General Re,,1976-07-01,1998-12-11
GS,Goldman Sachs,Financials,1976-07-01,
GT,The Goodyear Tire & Rubber Company,,1976-07-01,2019-02-27
GWW,W. W. Grainger,Industrials,1976-07-01,
HAL,Halliburton,Energy,1976-07-01,
HAR,Harman International,,1976-07-01,2017-03-16
HAS,Hasbro,Consumer Discretionary,1976-07-01,
HBAN,Huntington Bancshares,Financials,1976-07-01,
HBI,Hanesbrands,,2015-03-23,2021-12-20
HCA,HCA Healthcare,Health Care,2015-01-27,
HCBK,Hudson City Bancorp,,1976-07-01,2015-11-02
HD,Home Depot (The),Consumer Discretionary,1976-07-01,
HES,Hess Corporation,,1976-07-01,2025-07-23
HFC,HollyFrontier,,2018-06-18,2021-06-04
HIG,Hartford (The),Financials,1976-07-01,
HII,Huntington Ingalls Industries,Industrials,2018-01-03,
HLT,Hilton Worldwide,Consumer Discretionary,2017-06-19,
HNG,Houston Natural Gas,,1976-07-01,1976-07-01
HNZ,Heinz,,1976-07-01,2013-06-06
HOG,Harley-Davidson,,1976-07-01,2020-06-22
HOLX,Hologic,,2016-03-30,2026-04-09
HON,Honeywell Technologies,Industrials,1976-07-01,
HONA,Honeywell Aerospace,Industrials,2026-06-29,
HOOD,Robinhood Markets,Financials,2025-09-22,
HOT,Starwood,,1976-07-01,2016-09-22
HP,Helmerich & Payne,,2010-02-26,2020-05-22
HPE,Hewlett Packard Enterprise,Information Technology,2015-11-02,
HPH,Harnischfeger Industries,,1976-07-01,1999-06-09
HPQ,HP Inc.,Information Technology,1976-07-01,
HRB,H&R Block,,1976-07-01,2020-09-21
HRL,Hormel Foods,Consumer Staples,2009-03-03,
HRS,Harris Corporation,,2008-09-16,
HSIC,Henry Schein,Health Care,2015-03-18,
HSP,Hospira,,1976-07-01,2015-09-02
HST,Host Hotels & Resorts,Real Estate,1976-07-01,
HSY,Hershey Company (The),Consumer Staples,1976-07-01,
HUBB,Hubbell Incorporated,Industrials,2023-10-18,
HUM,Humana,Health Care,1976-07-01,
HWM,Howmet Aerospace,Industrials,2020-04-01,
IBKR,Interactive Brokers,Financials,2025-08-28,
IBM,IBM,Information Technology,1976-07-01,
ICE,Intercontinental Exchange,Financials,2007-09-26,
IDXX,Idexx Laboratories,Health Care,2017-01-05,
IEX,IDEX Corporation,Industrials,2019-08-09,
IFF,International Flavors & Fragrances,Materials,1976-07-01,
IGT,International Game Technology,,1976-07-01,2014-06-20
ILMN,Illumina,,2015-11-19,2024-06-24
INCY,Incyte,Health Care,2017-02-28,
INFO,IHS Markit,,2017-06-02,2022-03-02
INTC,Intel,Information Technology,1976-07-01,
INTU,Intuit,Information Technology,2000-12-05,
INVH,Invitation Homes,Real Estate,2022-09-19,
IP,International Paper,Materials,1976-07-01,
IPG,Interpublic Group,,1976-07-01,2025-11-28
IPGP,IPG Photonics,,2018-03-07,2022-06-21
IQV,IQVIA,Health Care,2017-11-15,
IR,Ingersoll Rand,Industrials,2010-11-17,
IRM,Iron Mountain,Real Estate,1976-07-01,
ISRG,Intuitive Surgical,Health Care,1976-07-01,
IT,Gartner,Information Technology,2017-04-05,
ITT,ITT,,1976-07-01,2011-10-31
ITW,Illinois Tool Works,Industrials,1976-07-01,
IVZ,Invesco,Financials,1976-07-01,
J,Jacobs Solutions,Industrials,1976-07-01,
JBHT,J.B. Hunt,Industrials,2015-07-01,
JBL,Jabil,Information Technology,1976-07-01,2014-11-05
JBL,Jabil,Information Technology,2023-12-18,
JCI,Johnson Controls,Industrials,1976-07-01,
JCP,JCPenney,,1976-07-01,2013-12-02
JDSU,JDS Uniphase,,2000-07-27,2013-12-23
JEC,Jacobs Engineering Group,,2007-10-26,
JEF,Jefferies Financial Group,,1976-07-01,2019-09-26
JKHY,Jack Henry & Associates,Financials,2018-11-13,
JNJ,Johnson & Johnson,Health Care,1976-07-01,
JNPR,Juniper Networks,,2006-06-02,2025-07-09
JNS,Janus Capital Group,,1976-07-01,2011-11-18
JNY,Jones Apparel Group,,1976-07-01,2009-03-03
JOY,Joy Global,,1976-07-01,2015-10-07
JOYG,Joy Global,,2011-02-25,
JPM,JPMorgan Chase,Financials,1976-07-01,
JWN,Nordstrom,,1976-07-01,2020-06-22
K,Kellanova,,1976-07-01,2025-12-11
KBH,KB Home,,1976-07-01,2009-12-18
KDP,Keurig Dr Pepper,Consumer Staples,2022-06-21,
KEY,KeyCorp,Financials,1976-07-01,
KEYS,Keysight Technologies,Information Technology,2018-11-06,
KFT,Kraft Foods,,2007-03-30,2012-10-02
KG,King Pharmaceuticals,,1976-07-01,2010-12-17
KHC,Kraft Heinz,Consumer Staples,2015-07-06,
KIM,Kimco Realty,Real Estate,1976-07-01,
KKR,KKR & Co.,Financials,2024-06-24,
KLAC,KLA Corporation,Information Technology,1976-07-01,
KMB,Kimberly-Clark,Consumer Staples,1976-07-01,
KMI,Kinder Morgan,Energy,2012-05-17,
KMX,CarMax,,2010-06-28,2025-10-31
KO,Coca-Cola Company (The),Consumer Staples,1976-07-01,
KORS,Michael Kors,,2013-11-13,
KR,Kroger,Consumer Staples,1976-07-01,
KRFT,Kraft Foods,,2012-10-02,2015-07-06
KSE,KeySpan,,1976-07-01,2007-08-24
KSS,Kohl's,,1976-07-01,2020-09-21
KSU,Kansas City Southern,,2013-05-23,2021-12-14
KVUE,Kenvue,Consumer Staples,2023-08-25,
L,Loews Corporation,Financials,1976-07-01,
LDOS,Leidos,Industrials,2019-08-09,
LDW,Laidlaw,,1976-07-01,1999-12-08
LEG,Leggett & Platt,,1976-07-01,2021-12-20
LEH,Lehman Brothers,,1976-07-01,2008-09-16
LEN,Lennar,Consumer Discretionary,1976-07-01,
LH,Labcorp,Health Care,1976-07-01,
LHX,L3Harris,Industrials,1976-07-01,
LIFE,Life Technologies,,1976-07-01,2014-01-24
LII,Lennox International,Industrials,2024-12-23,
LIN,Linde plc,Materials,1976-07-01,
LITE,Lumentum,Information Technology,2026-03-23,
LKQ,LKQ Corporation,,2016-05-23,2025-12-22
LLL,L3 Technologies,,1976-07-01,2019-07-01
LLTC,Linear Technology,,1976-07-01,2017-03-13
LLY,Lilly (Eli),Health Care,1976-07-01,
LM,Legg Mason,,1976-07-01,2016-12-02
LMT,Lockheed Martin,Industrials,1976-07-01,
LNC,Lincoln National Corporation,,1976-07-01,2023-09-18
LNT,Alliant Energy,Utilities,2016-07-01,
LO,Lorillard Tobacco Company,,2008-06-10,2015-06-11
LOW,Lowe's,Consumer Discretionary,1976-07-01,
LRCX,Lam Research,Information Technology,2012-06-05,
LSI,LSI Corporation,,1976-07-01,2014-05-08
LUK,Leucadia National,,2007-08-24,
LULU,Lululemon Athletica,Consumer Discretionary,2023-10-18,
LUMN,Lumen Technologies,,1976-07-01,2023-03-20
LUV,Southwest Airlines,Industrials,1976-07-01,
LVLT,Level 3 Communications,,2014-11-05,2017-10-13
LVS,Las Vegas Sands,Consumer Discretionary,2019-10-03,
LW,Lamb Weston,,2018-12-03,2026-03-23
LXK,Lexmark,,1976-07-01,2012-10-01
LYB,LyondellBasell,Materials,2012-09-05,
LYV,Live Nation Entertainment,Communication Services,2019-12-23,
M,Macy's,,1976-07-01,2020-04-06
MA,Mastercard,Financials,1976-07-01,
MAA,Mid-America Apartment Communities,Real Estate,2016-12-02,
MAC,Macerich,,2013-05-08,2019-12-23
MAR,Marriott International,Consumer Discretionary,1976-07-01,
MAS,Masco,Industrials,1976-07-01,
MAT,Mattel,,1976-07-01,2019-06-07
MBC,MasterBrand,,2022-12-15,2022-12-19
MBI,MBIA,,1976-07-01,2009-12-18
MCD,McDonald's,Consumer Discretionary,1976-07-01,
MCHP,Microchip Technology,Information Technology,1976-07-01,
MCK,McKesson Corporation,Health Care,1976-07-01,1994-09-30
